PRVDR_NUM,ST_ADR,CITY_NAME,STATE_CD,ZIP_CD,FIPS_CNTY_CD,CBSA_URBN_RRL_IND,ADDRESS,LAT,LONG
07G201,92 ROYAL OAK ROAD,NEW BRITAIN,CT,6053.0,3.0,U,"92 ROYAL OAK ROAD,NEW BRITAIN,CT",41.69667286003272,-72.8046828898536
07G202,SAGEWAY DR,TORRINGTON,CT,6790.0,5.0,R,"SAGEWAY DR,TORRINGTON,CT",41.8403919,-73.0849756
07G203,330 UPPER VALLEY RD,TORRINGTON,CT,6790.0,5.0,R,"330 UPPER VALLEY RD,TORRINGTON,CT",41.85653422540237,-73.07617382058203
07G204,350 LYDALE PLACE,MERIDEN,CT,6450.0,9.0,U,"350 LYDALE PLACE,MERIDEN,CT",41.5235765457484,-72.78782711300792
07G205,18 BELLEVIEW DRIVE,DERBY,CT,6418.0,9.0,U,"18 BELLEVIEW DRIVE,DERBY,CT",41.318563931174666,-73.04785081748207
07G206,470 STEVENSON ROAD,NEW HAVEN,CT,6511.0,9.0,U,"470 STEVENSON ROAD,NEW HAVEN,CT",41.31597710253106,-72.9763815884705
07G207,11 ORIENT LANE,NORTH HAVEN,CT,6473.0,9.0,U,"11 ORIENT LANE,NORTH HAVEN,CT",41.35938056220657,-72.85441167226774
07G208,542 NORTH HIGH ST,EAST HAVEN,CT,6512.0,9.0,U,"542 NORTH HIGH ST,EAST HAVEN,CT",41.29568582759389,-72.86482962319342
07G209,6 MOUNTAINVILLE ROAD,DANBURY,CT,6810.0,1.0,U,"6 MOUNTAINVILLE ROAD,DANBURY,CT",41.3804736,-73.444673
07G210,15 CROSS RIDGE DRIVE,OLD GREENWICH,CT,6870.0,1.0,U,"15 CROSS RIDGE DRIVE,OLD GREENWICH,CT",41.0572511,-73.5720406
07G211,395 CHURCH STREET,NEWINGTON,CT,6111.0,3.0,U,"395 CHURCH STREET,NEWINGTON,CT",41.660731478046046,-72.7397725516592
07G212,300 SPRING STREET,MANCHESTER,CT,6040.0,3.0,U,"300 SPRING STREET,MANCHESTER,CT",41.75952062747477,-72.50586778945632
07G213,P. O. BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P. O. BOX 872,SOUTHBURY,CT",0.0,0.0
07G214,P O  BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P O  BOX 872,SOUTHBURY,CT",0.0,0.0
07G215,P.O. BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P.O. BOX 872,SOUTHBURY,CT",0.0,0.0
07G216,35 UNDERCLIFF ROAD,MERIDEN,CT,6450.0,9.0,U,"35 UNDERCLIFF ROAD,MERIDEN,CT",41.55105745397994,-72.81633130294455
07G217,P. O. BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P. O. BOX 872,SOUTHBURY,CT",0.0,0.0
07G218,4 DANIELLE COURT,DERBY,CT,6418.0,9.0,U,"4 DANIELLE COURT,DERBY,CT",41.309976,-73.067586
07G219,35 UNDERCLIFF ROAD,MERIDEN,CT,6450.0,9.0,U,"35 UNDERCLIFF ROAD,MERIDEN,CT",41.55105745397994,-72.81633130294455
07G220,P.O. BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P.O. BOX 872,SOUTHBURY,CT",0.0,0.0
07G221,P. O. BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P. O. BOX 872,SOUTHBURY,CT",0.0,0.0
07G222,P O BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P O BOX 872,SOUTHBURY,CT",0.0,0.0
07G223,P. O. BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P. O. BOX 872,SOUTHBURY,CT",0.0,0.0
07G224,28 COLONY COURT,SOUTHBURY,CT,6488.0,9.0,U,"28 COLONY COURT,SOUTHBURY,CT",0.0,0.0
07G225,P. O. BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P. O. BOX 872,SOUTHBURY,CT",0.0,0.0
07G226,P.O. BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P.O. BOX 872,SOUTHBURY,CT",0.0,0.0
07G227,PIERCE HOLLOW ROAD,SOUTHBURY,CT,6488.0,9.0,U,"PIERCE HOLLOW ROAD,SOUTHBURY,CT",0.0,0.0
07G228,P. O. BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P. O. BOX 872,SOUTHBURY,CT",0.0,0.0
07G229,P O BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P O BOX 872,SOUTHBURY,CT",0.0,0.0
07G230,P.O. BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P.O. BOX 872,SOUTHBURY,CT",0.0,0.0
07G231,P.O. BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P.O. BOX 872,SOUTHBURY,CT",0.0,0.0
07G232,P O BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P O BOX 872,SOUTHBURY,CT",0.0,0.0
07G233,P O BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P O BOX 872,SOUTHBURY,CT",0.0,0.0
07G234,P O BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P O BOX 872,SOUTHBURY,CT",0.0,0.0
07G235,P O BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P O BOX 872,SOUTHBURY,CT",0.0,0.0
07G236,P. O. BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P. O. BOX 872,SOUTHBURY,CT",0.0,0.0
07G237,P O BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P O BOX 872,SOUTHBURY,CT",0.0,0.0
07G238,P O BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P O BOX 872,SOUTHBURY,CT",0.0,0.0
07G239,P. O. BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P. O. BOX 872,SOUTHBURY,CT",0.0,0.0
07G240,P. O. BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P. O. BOX 872,SOUTHBURY,CT",0.0,0.0
07G241,P. O. BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P. O. BOX 872,SOUTHBURY,CT",0.0,0.0
07G242,P O BOX 872,SOUTHBURY,CT,6488.0,15.0,U,"P O BOX 872,SOUTHBURY,CT",0.0,0.0
07G243,18 CONSTITUTION HILL,SOUTHBURY,CT,6488.0,9.0,U,"18 CONSTITUTION HILL,SOUTHBURY,CT",0.0,0.0
07G244,P O BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P O BOX 872,SOUTHBURY,CT",0.0,0.0
07G245,240 ORAL SCHOOL ROAD,MYSTIC,CT,6355.0,11.0,U,"240 ORAL SCHOOL ROAD,MYSTIC,CT",0.0,0.0
07G246,P. O. BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"P. O. BOX 872,SOUTHBURY,CT",0.0,0.0
07G247,PO BOX 872,SOUTHBURY,CT,6488.0,9.0,U,"PO BOX 872,SOUTHBURY,CT",0.0,0.0
07G248,116 EDWARD AVENUE,TORRINGTON,CT,6790.0,5.0,R,"116 EDWARD AVENUE,TORRINGTON,CT",41.8145133,-73.1147957
07G249,116 SPENCER HILL ROAD,WINSTED,CT,6098.0,5.0,R,"116 SPENCER HILL ROAD,WINSTED,CT",41.94205267576792,-73.07223984621477
07G250,25 HONEY HILL,CANAAN,CT,6018.0,5.0,R,"25 HONEY HILL,CANAAN,CT",0.0,0.0
07G251,120 BOYD STREET,WINSTED,CT,6098.0,5.0,R,"120 BOYD STREET,WINSTED,CT",41.92585524638732,-73.08282666202578
07G252,68 GENOA STREET,WATERBURY,CT,6708.0,9.0,U,"68 GENOA STREET,WATERBURY,CT",0.0,0.0
07G253,5 HARBOR PKWY,CLINTON,CT,6413.0,7.0,U,"5 HARBOR PKWY,CLINTON,CT",41.2727488,-72.5333743
07L001,528 WHEELERS FARMS ROAD,MILFORD,CT,6460.0,9.0,U,"528 WHEELERS FARMS ROAD,MILFORD,CT",0.0,0.0
07L002,1400 WHITNEY AVENUE,HAMDEN,CT,6517.0,9.0,U,"1400 WHITNEY AVENUE,HAMDEN,CT",41.35061684316865,-72.91332862504365
07L003,370 LINWOOD STREET,NEW BRITAIN,CT,6052.0,3.0,U,"370 LINWOOD STREET,NEW BRITAIN,CT",41.652362,-72.787978
07L004,915 RIVER ROAD,MIDDLETOWN,CT,6457.0,7.0,U,"915 RIVER ROAD,MIDDLETOWN,CT",41.5571777,-72.61401982820615
07L005,1680 ALBANY AVENUE,HARTFORD,CT,6105.0,3.0,U,"1680 ALBANY AVENUE,HARTFORD,CT",41.787032100000005,-72.71116664993288
07L006,36 GARDNER STREET,EAST WINDSOR,CT,6088.0,3.0,U,"36 GARDNER STREET,EAST WINDSOR,CT",41.932249753153755,-72.61520021812818
07P001,"340 WEST NEWBERRY ROAD, SUITE A",BLOOMFIELD,CT,6002.0,3.0,U,"340 WEST NEWBERRY ROAD, SUITE A,BLOOMFIELD,CT",0.0,0.0
07X0009802,63 CAMP ST,NEW BRITAIN,CT,6051.0,3.0,U,"63 CAMP ST,NEW BRITAIN,CT",41.661986231471985,-72.78481601147635
07X0009806,2 HOSPITAL AVE,DANBURY,CT,6810.0,1.0,U,"2 HOSPITAL AVE,DANBURY,CT",41.4097893,-73.4384482
07X0009809,49 JOHN STREET,SOUTHPORT,CT,6490.0,1.0,U,"49 JOHN STREET,SOUTHPORT,CT",41.13749295524503,-73.2864360725681
07X0009810,440 SMITH ST,MIDDLETOWN,CT,6457.0,7.0,U,"440 SMITH ST,MIDDLETOWN,CT",41.58425326185205,-72.71976511650739
07X0009811,2 CHURCH ST SO,NEW HAVEN,CT,6519.0,9.0,U,"2 CHURCH ST SO,NEW HAVEN,CT",0.0,0.0
07X0009812,60 GILLET ST,HARTFORD,CT,6105.0,3.0,U,"60 GILLET ST,HARTFORD,CT",0.0,0.0
07X0009813,P O BOX 71,NORWICH,CT,6360.0,11.0,U,"P O BOX 71,NORWICH,CT",52.641315500000005,1.290305511571936
07X0009816,67 SAND PIT ROAD,DANBURY,CT,6810.0,1.0,U,"67 SAND PIT ROAD,DANBURY,CT",41.41398,-73.432794
07X0009817,148 EAST AVE,NORWALK,CT,6857.0,1.0,U,"148 EAST AVE,NORWALK,CT",41.1100517,-73.4093694
07X0009818,381 HOPMEADOW STREET,SIMSBURY,CT,6089.0,3.0,U,"381 HOPMEADOW STREET,SIMSBURY,CT",41.8497845,-72.812844175
07X0009819,12 CASE ST,NORWICH,CT,6360.0,11.0,U,"12 CASE ST,NORWICH,CT",41.55358599205895,-72.10350291063166
07X0009820,2660 MAIN STREET,BRIDGEPORT,CT,6606.0,1.0,U,"2660 MAIN STREET,BRIDGEPORT,CT",41.1989774,-73.20152842678412
07X0009821,199 STONELEDGE RD,HUNTINGTON,CT,6484.0,1.0,U,"199 STONELEDGE RD,HUNTINGTON,CT",0.0,0.0
07X0009822,105 CLARK DRIVE,ROCKY HILL,CT,6067.0,3.0,U,"105 CLARK DRIVE,ROCKY HILL,CT",0.0,0.0
07X0009823,"460 SMITH STREET, SUITE A",MIDDLETOWN,CT,6457.0,7.0,U,"460 SMITH STREET, SUITE A,MIDDLETOWN,CT",0.0,0.0
07X0009824,415 MIDDLEBURY ROAD,MIDDLEBURY,CT,6762.0,9.0,U,"415 MIDDLEBURY ROAD,MIDDLEBURY,CT",41.53748415356876,-73.10251896333239
07X0009825,534 R TOLLAND STREET,EAST HARTFORD,CT,6108.0,9.0,U,"534 R TOLLAND STREET,EAST HARTFORD,CT",41.782329439519984,-72.61167032377429
07X0009826,655 TALCOTTVILLE ROAD,VERNON,CT,6066.0,15.0,U,"655 TALCOTTVILLE ROAD,VERNON,CT",41.856524,-72.484618
07X0009827,49 LEAVENWORTH STREET,WATERBURY,CT,6702.0,15.0,U,"49 LEAVENWORTH STREET,WATERBURY,CT",41.5547295,-73.0423550711701
07X0009828,249 WEST MAIN STREET,BRANFORD,CT,6405.0,9.0,U,"249 WEST MAIN STREET,BRANFORD,CT",41.277657070771085,-72.85586887250712
07X0009829,75 NEW HAVEN AVENUE,MILFORD,CT,6460.0,9.0,U,"75 NEW HAVEN AVENUE,MILFORD,CT",41.22304751404257,-73.05387079617161
07X0009830,"1 GROVE STREET, STE 105",NEW BRITAIN,CT,6053.0,3.0,U,"1 GROVE STREET, STE 105,NEW BRITAIN,CT",41.669995,-72.786729
07X0009831,"1011 HOPE STREET, OFFICE E",STAMFORD,CT,6907.0,1.0,U,"1011 HOPE STREET, OFFICE E,STAMFORD,CT",41.0935628,-73.5174284
